,�..ID,store,state,city_locality,lat,long,item,species,subspecies,specific_taxonomy,sex,price_.,in_list,notes,visit_type,vendor_type,native.
9198,9657,Slither Pets,,,NA,NA,Sudan Plated Lizard (#4408-U),Broadleysaurus major,,1,,,,,online,online,0
10789,11342,Underground Reptiles,,,NA,NA,Major Plated Lizard,Broadleysaurus major,,1,,64.99,,,online,online,0
10790,11343,Underground Reptiles,,,NA,NA,Green Crested Lizard,Bronchocela cristatella,,1,,39.99,,,online,online,0
10791,11344,Underground Reptiles,,,NA,NA,Brookesia brygooi,Brookesia brygooi,,1,,84.99,,,online,online,0
10792,11345,Underground Reptiles,,,NA,NA,Brookesia Stumpffi,Brookesia stumpffi,,1,,74.99,,,online,online,0
9388,9859,Snakes at Sunset,,,NA,NA,Madagascar Pygmy Chameleons for sale (Brookesia superciliarus),Brookesia superciliaris,,1,,84.99,,,online,online,0
10793,11346,Underground Reptiles,,,NA,NA,Brookesia Superciliaris,Brookesia superciliaris,,1,,64.99,,,online,online,0
10794,11347,Underground Reptiles,,,NA,NA,Brookesia Therezieni,Brookesia therezieni,,1,,74.99,,,online,online,0
8635,9082,Reptile Rapture,,,NA,NA,"DOMERGUE'S LEAF CHAMELEONS - 2.5 inches with tail, Brookesia thieli",Brookesia thieli,,1,,,,,online,online,0
10795,11348,Underground Reptiles,,,NA,NA,Brookesia Thieli,Brookesia thieli,,1,,64.99,,,online,online,0
6965,7299,Golden Cockatoo,,,NA,NA,PARAKEET-CANARY-WINGED,Brotogeris versicolurus,,1,,$849.99 ,,,online,online,0
10333,10855,The Bird Store,,,NA,NA,Canary Winged (Bee Bee) Parakeet,Brotogeris versicolurus,,1,,,,,online,online,0
10398,10930,The Finch Farm,,,NA,NA,Canary-Winged Parakeets,Brotogeris versicolurus,,1,,406.99,,,online,online,0
10399,10931,The Finch Farm,,,NA,NA,Black-cheeked Waxbill,Brunhilda charmosyna,,1,,131.99,,,online,online,0
6696,7015,Buck Trader,,,NA,NA,Water Buffalo Cows,Bubalus bubalis,,1,,,,,online,online,0
6697,7016,Buck Trader,,,NA,NA,Water Buffalo Bulls,Bubalus bubalis,,1,,,,,online,online,0
53,65,AquaZoo Extreme Pets,FL,Lakeside,30.13574428,-81.77652549,umbrella cockatoo,Cacatua alba,,1,,5000,yes,endangered,brick & mortar,brick & mortar,0
171,185,Pet Creations,FL,Jacksonville,30.45150623,-81.6373743,umbrella cockatoo,Cacatua alba,,1,,2999,yes,endangered,brick & mortar,brick & mortar,0
6637,6953,Bird Breeder Store,,,NA,NA,Umbrella Cockatoos for Sale,Cacatua alba,,1,,"$2,000.00 ",,,online,online,0
6912,7241,Exotic Parrot Store,,,NA,NA,Umbrella Cockatoo Parrot Eggs,Cacatua alba,,1,,$40.00 ,,,online,online,0
6966,7300,Golden Cockatoo,,,NA,NA,Umbrella Cockatoo Parrot,Cacatua alba,,1,,"$5,699.99 ",,,online,online,0
7530,7903,Omar's Exotic Birds,,,NA,NA,Umbrella Cockatoo,Cacatua alba,,1,,,,,online,online,0
7969,8372,Parrot Hatch,,,NA,NA,Umbrella,Cacatua alba,,1,,"$1,200 ",,,online,online,0
10334,10856,The Bird Store,,,NA,NA,Umbrella Cockatoo,Cacatua alba,,1,,,,,online,online,0
10400,10932,The Finch Farm,,,NA,NA,Umbrella Cockatoo,Cacatua alba,,1,,4285.99,,,online,online,0
6638,6954,Bird Breeder Store,,,NA,NA,Ducorp Cockatoos for Sale,Cacatua ducorpsii,,1,,"$1,500.00 ",,,online,online,0
6967,7301,Golden Cockatoo,,,NA,NA,Ducorps Cockatoo Parrot,Cacatua ducorpsii,,1,,"$3,199.99 ",,,online,online,0
7531,7904,Omar's Exotic Birds,,,NA,NA,Ducorp’s Cockatoo,Cacatua ducorpsii,,1,,,,,online,online,0
166,180,Pet Creations,FL,Jacksonville,30.45150623,-81.6373743,triton cockatoo,Cacatua galerita,,1,,3999,yes,,brick & mortar,brick & mortar,0
6639,6955,Bird Breeder Store,,,NA,NA,Sulfur Crested Cockatoos for Sale,Cacatua galerita,,1,,"$1,500.00 ",,,online,online,0
6913,7242,Exotic Parrot Store,,,NA,NA,KIARA – Umbrella Cockatoo,Cacatua galerita,,1,,"$1,499.00 ",,,online,online,0
6914,7243,Exotic Parrot Store,,,NA,NA,DWAIN – Sulphur Crested Cockatoo,Cacatua galerita,,1,,"$1,650.00 ",,,online,online,0
6968,7302,Golden Cockatoo,,,NA,NA,Sulfer Crested Cockatoo,Cacatua galerita,,1,,"$3,699.99 ",,,online,online,0
6969,7303,Golden Cockatoo,,,NA,NA,Triton Cockatoo Parrot,Cacatua galerita,,1,,"$3,899.99 ",,,online,online,0
7532,7905,Omar's Exotic Birds,,,NA,NA,Galerita Greater Sulphur Crested,Cacatua galerita,,1,,,,,online,online,0
7533,7906,Omar's Exotic Birds,,,NA,NA,Medium Sulphur Crested Cockatoo,Cacatua galerita,,1,,,,,online,online,0
7534,7907,Omar's Exotic Birds,,,NA,NA,Triton Cockatoo,Cacatua galerita,,1,,,,,online,online,0
7970,8373,Parrot Hatch,,,NA,NA,Med Sulphur ( Elenora),Cacatua galerita,,1,,"$1,600.00 ",,,online,online,0
10335,10857,The Bird Store,,,NA,NA,Sulfur Crested Cockatoo,Cacatua galerita,,1,,,,,online,online,0
10336,10858,The Bird Store,,,NA,NA,Triton Cockatoo,Cacatua galerita,,1,,,,,online,online,0
10401,10933,The Finch Farm,,,NA,NA,Eleanora Cockatoo (Sulfur Crested) -,Cacatua galerita,,1,,3989.99,,,online,online,0
169,183,Pet Creations,FL,Jacksonville,30.45150623,-81.6373743,goffin cockatoo,Cacatua goffiniana,,1,,2500,yes,,brick & mortar,brick & mortar,0
6640,6956,Bird Breeder Store,,,NA,NA,Goffin Cockatoos for Sale,Cacatua goffiniana,,1,,"$1,500.00 ",,,online,online,0
6858,7186,CP Birds,,,NA,NA,Cockatoo Baby Goffins,Cacatua goffiniana,,1,,"$2,999.99 ",,,online,online,0
6970,7304,Golden Cockatoo,,,NA,NA,Goffin's Cockatoo Parrot,Cacatua goffiniana,,1,,"$3,499.99 ",,,online,online,0
7535,7908,Omar's Exotic Birds,,,NA,NA,Goffins Cockatoo,Cacatua goffiniana,,1,,,,,online,online,0
7971,8374,Parrot Hatch,,,NA,NA,Gofin,Cacatua goffiniana,,1,,$850 ,,,online,online,0
10242,10744,Sugar Creek Bird Farm,,,NA,NA,Goffin Cockatoos,Cacatua goffiniana,,1,,"$3,000 ",,,online,online,0
10337,10859,The Bird Store,,,NA,NA,Goffin Cockatoo,Cacatua goffiniana,,1,,,,,online,online,0
10402,10934,The Finch Farm,,,NA,NA,Goffin's Cockatoo,Cacatua goffiniana,,1,,2564.99,,,online,online,0
6641,6957,Bird Breeder Store,,,NA,NA,Moluccan Cockatoos for Sale,Cacatua moluccensis,,1,,"$2,000.00 ",,,online,online,0
6898,7226,Exotic Birds Shop,,,NA,NA,Moluccan Cockatoo Parrots for sale,Cacatua moluccensis,,1,,$890.00 ,,,online,online,0
6971,7305,Golden Cockatoo,,,NA,NA,Moluccan Cockatoo Parrot,Cacatua moluccensis,,1,,"$7,999.99 ",,,online,online,0
7536,7909,Omar's Exotic Birds,,,NA,NA,Moluccan Cockatoo,Cacatua moluccensis,,1,,,,,online,online,0
7972,8375,Parrot Hatch,,,NA,NA,Molucan,Cacatua moluccensis,,1,,"$1,850.00 ",,,online,online,0
7973,8376,Parrot Hatch,,,NA,NA,Molucan,Cacatua moluccensis,,1,,"$1,550.00 ",,,online,online,0
10338,10860,The Bird Store,,,NA,NA,Moluccan Cockatoo,Cacatua moluccensis,,1,,,,,online,online,0
6642,6958,Bird Breeder Store,,,NA,NA,Bare Eyed Cockatoos for Sale,Cacatua sanguinea,,1,,"$2,000.00 ",,,online,online,0
6972,7306,Golden Cockatoo,,,NA,NA,Bare Eyed Cockatoo,Cacatua sanguinea,,1,,"$3,199.99 ",,,online,online,0
7537,7910,Omar's Exotic Birds,,,NA,NA,Bare-Eyed Cockatoo,Cacatua sanguinea,,1,,,,,online,online,0
10339,10861,The Bird Store,,,NA,NA,Bare-Eyed Cockatoo,Cacatua sanguinea,,1,,,,,online,online,0
7538,7911,Omar's Exotic Birds,,,NA,NA,Citron Crested Cockatoo,Cacatua sulphurea,,1,,,,,online,online,0
7539,7912,Omar's Exotic Birds,,,NA,NA,Lesser Sulphur Crested Cockatoo,Cacatua sulphurea,,1,,,,,online,online,0
10340,10862,The Bird Store,,,NA,NA,Citron Crested Cockatoo,Cacatua sulphurea,,1,,,,,online,online,0
6973,7307,Golden Cockatoo,,,NA,NA,Slender Billed Cockatoo,Cacatua tenuirostris,,1,,"$3,599.99 ",,,online,online,0
7540,7913,Omar's Exotic Birds,,,NA,NA,Slender Billed,Cacatua tenuirostris,,1,,,,,online,online,0
10796,11349,Underground Reptiles,,,NA,NA,Baby Yucatan Spiny Tail Iguana (Ctenosaura Defensor),Cachryx defensor,,1,,499.99,,,online,online,0
2377,2548,Amazing Serpents,ME,Scarborough,NA,NA,Calibars burrowing python,Calabaria reinhardtii,,1,,200,,,expo,breeder,0
5824,6090,Big Apple Herp,,,NA,NA,Calabar Pythons,Calabaria reinhardtii,,1,,229,,,online,online,0
7642,8037,Outback Reptiles,,,NA,NA,Calabar Burrowing Python – Juvenile and Sub Adults,Calabaria reinhardtii,,1,,$175.00 ,,,online,online,0
8636,9083,Reptile Rapture,,,NA,NA,"CALABAR PYTHON / CALABAR GROUND BOA - WC MALE, Calabaria reinhardtii",Calabaria reinhardtii,,1,,,,,online,online,0
10797,11350,Underground Reptiles,,,NA,NA,Calabar Python,Calabaria reinhardtii,,1,,149.99,,,online,online,0
610,670,Gator City Reptiles 34th,FL,Gainesville,29.63270048,-82.37385312,tiger leg treefrog,Callimedusa tomopterna,,1,,39.99,yes,,brick & mortar,brick & mortar,0
10798,11351,Underground Reptiles,,,NA,NA,Super Tigerleg Monkey Tree Frog,Callimedusa tomopterna,,1,,49.99,,,online,online,0
10799,11352,Underground Reptiles,,,NA,NA,Zebra Tailed Lizards,Callisaurus draconoides,,1,,14.99,,,online,online,0
854,950,256exotics,AL,Huntsville,34.822117,-86.485361,common marmoset,Callithrix jacchus,,1,,,yes,,brick & mortar,brick & mortar,0
10800,11353,Underground Reptiles,,,NA,NA,Baby Marmoset Monkey,Callithrix jacchus,,1,,4199.99,,,online,online,0
12115,12716,Wholesale Exotics,,,NA,NA,Marmoset,Callithrix jacchus,,1,,,,,online,online,0
10801,11354,Underground Reptiles,,,NA,NA,Emma Gray’s Forest Lizard,Calotes emma,,1,,9.99,,,online,online,0
7416,7776,LLL Reptiles,,,NA,NA,Vietnamese Tree Calotes,Calotes versicolor,,1,,$16.99 each,,,online,online,0
10802,11355,Underground Reptiles,,,NA,NA,Vietnamese Tree Calotes,Calotes versicolor,,1,,14.99,,,online,online,0
9389,9860,Snakes at Sunset,,,NA,NA,O'shaugenessyi Chameleon for sale (Calumma o'shaugenessyi),Calumma oshaughnessyi,,1,,279.99,,,online,online,0
10803,11356,Underground Reptiles,,,NA,NA,O’Shaughnessy’s Chameleon,Calumma oshaughnessyi,,1,,699.99,,,online,online,0
9390,9861,Snakes at Sunset,,,NA,NA,Yellow LIP Parsons Chameleons for sale (Calumma parsonii),Calumma parsonii,,1,,1250,,,online,online,0
10804,11357,Underground Reptiles,,,NA,NA,Parson’s Chameleon,Calumma parsonii,,1,,699.99,,,online,online,0
10805,11358,Underground Reptiles,,,NA,NA,Derby’s Woolly Opossum,Caluromys derbianus,,1,,499.99,,,online,online,0
4827,5070,LLL Reptiles,CA,Menifee,33.68248,-117.170021,Viper boa,Candoia aspera,,1,,199.99,,,expo,brick and mortar,0
5825,6091,Big Apple Herp,,,NA,NA,Viper Boas,Candoia aspera,,1,,219,,,online,online,0
7643,8038,Outback Reptiles,,,NA,NA,Viper Boa – Wildfire Phase – Exceptional Female,Candoia aspera,,1,,$525.00 ,,,online,online,0
9041,9496,ReptilesNCritters,,,NA,NA,Viper Boa adults,Candoia aspera,,1,,$299.99 ,,,online,online,0
10093,10576,Strictly Reptiles,,,NA,NA,VIPER BOA – JUVENILE TO ADULTS,Candoia aspera,,1,,,,,online,online,0
10806,11359,Underground Reptiles,,,NA,NA,Viper Boa,Candoia aspera,,1,,249.99,,,online,online,0
35,42,AquaZoo Extreme Pets,FL,Lakeside,30.13574428,-81.77652549,solomon island tree boa,Candoia bibroni,,1,,,yes,,brick & mortar,brick & mortar,0
1069,1192,Justin's Critters,GA,Lookout Mountain,41.831437,-72.913687,solomon island tree boa,Candoia bibroni,,1,,,yes,from Chattanooga Repticon,expo,brick & mortar,0
1073,1196,Justin's Critters,GA,Lookout Mountain,41.831437,-72.913687,solomon island ground boa,Candoia bibroni,,1,,,yes,from Chattanooga Repticon,expo,brick & mortar,0
3876,4107,Ginger Snaps Exotic Reptiles,AR,Little Rock,NA,NA,solomon ground boa,Candoia bibroni,,1,,80,,,Expo,Breeder,0
4834,5077,LLL Reptiles,CA,Menifee,33.68248,-117.170021,Soloman Island tree boa,Candoia bibroni,australis,1,m,79.99,,,expo,brick and mortar,0
4835,5078,LLL Reptiles,CA,Menifee,33.68248,-117.170021,Soloman Island tree boa,Candoia bibroni,australis,1,f,99.99,,,expo,brick and mortar,0
4836,5079,LLL Reptiles,CA,Menifee,33.68248,-117.170021,Soloman Island tree boa,Candoia bibroni,australis,1,m,79.99,,,expo,brick and mortar,0
4837,5080,LLL Reptiles,CA,Menifee,33.68248,-117.170021,Soloman Island tree boa,Candoia bibroni,australis,1,f,99.99,,,expo,brick and mortar,0
5016,5266,Reef and Reptile,CA,Chula Vista,32.59553,-117.05034,Solomon Island ground boa,Candoia bibroni,,1,,250,,,expo,Brick and Mortar,0
5048,5298,Reef and Reptile,CA,Chula Vista,32.59553,-117.05034,St. Isabelle ground boa (Solomon Island),Candoia bibroni,,1,,300,,,expo,Brick and Mortar,0
10807,11360,Underground Reptiles,,,NA,NA,Solomon Island Tree Boa,Candoia bibroni,,1,,149.99,,,online,online,0
612,672,Gator City Reptiles 34th,FL,Gainesville,29.63270048,-82.37385312,indonesian tree boa,Candoia carinata,,1,,89.99,yes,,brick & mortar,brick & mortar,0
1438,1578,Modern Reptiles,TN,Nashville,NA,NA,isabella island boa,Candoia carinata,,1,,250,yes,from Chattanooga Repticon,expo,brick & mortar,0
4829,5072,LLL Reptiles,CA,Menifee,33.68248,-117.170021,Solomon Island ground boa,Candoia carinata,paulsoni,1,m,79.99,,,expo,brick and mortar,0
4830,5073,LLL Reptiles,CA,Menifee,33.68248,-117.170021,Solomon Island ground boa,Candoia carinata,paulsoni,1,f,99.99,,,expo,brick and mortar,0
4831,5074,LLL Reptiles,CA,Menifee,33.68248,-117.170021,Solomon Island ground boa,Candoia carinata,paulsoni,1,m,79.99,,,expo,brick and mortar,0
4832,5075,LLL Reptiles,CA,Menifee,33.68248,-117.170021,Solomon Island ground boa,Candoia carinata,paulsoni,1,f,99.99,,,expo,brick and mortar,0
5826,6092,Big Apple Herp,,,NA,NA,Indonesian Tree Boas,Candoia carinata,,1,,89,,,online,online,0
9391,9862,Snakes at Sunset,,,NA,NA,Indonesian Tree Boas (Candoia carinata),Candoia carinata,,1,,49.99,,,online,online,0
10808,11361,Underground Reptiles,,,NA,NA,Baby Solomon Island Ground Boa,Candoia carinata,,1,,39.99,,,online,online,0
10809,11362,Underground Reptiles,,,NA,NA,Baby San Isabel Island Ground Boa,Candoia carinata,,1,,49.99,,,online,online,0
10810,11363,Underground Reptiles,,,NA,NA,Papuan Boa,Candoia carinata,,1,,79.99,,,online,online,0
10811,11364,Underground Reptiles,,,NA,NA,Indonesian Tree Boa,Candoia carinata,,1,,99.99,,,online,online,0
10812,11365,Underground Reptiles,,,NA,NA,Striped Indonesian Tree Boa,Candoia carinata,,1,,149.99,,,online,online,0
10813,11366,Underground Reptiles,,,NA,NA,Solomon Island Ground Boa,Candoia carinata,,1,,149.99,,,online,online,0
10814,11367,Underground Reptiles,,,NA,NA,Yearling San Isabel Island Ground Boa,Candoia carinata,,1,,224.99,,,online,online,0
10815,11368,Underground Reptiles,,,NA,NA,Baby San Isabel Island X Ground Boa,Candoia carinata,,1,,249.99,,,online,online,0
10816,11369,Underground Reptiles,,,NA,NA,Adult Solomon Island Ground Boa,Candoia carinata,,1,,249.99,,,online,online,0
10817,11370,Underground Reptiles,,,NA,NA,San Isabel Island Ground Boa,Candoia carinata,,1,,249.99,,,online,online,0
10818,11371,Underground Reptiles,,,NA,NA,Adult San Isabel Island Ground Boa,Candoia carinata,,1,,299.99,,,online,online,0
10819,11372,Underground Reptiles,,,NA,NA,White San Isabel Island Ground Boa #12,Candoia carinata,,1,,499.99,,,online,online,0
10820,11373,Underground Reptiles,,,NA,NA,White San Isabel Island Ground Boa #11,Candoia carinata,,1,,499.99,,,online,online,0
10821,11374,Underground Reptiles,,,NA,NA,White San Isabel Island Ground Boa #10,Candoia carinata,,1,,499.99,,,online,online,0
10822,11375,Underground Reptiles,,,NA,NA,White San Isabel Island Ground Boa #9,Candoia carinata,,1,,499.99,,,online,online,0
10823,11376,Underground Reptiles,,,NA,NA,White San Isabel Island Ground Boa #8,Candoia carinata,,1,,499.99,,,online,online,0
10824,11377,Underground Reptiles,,,NA,NA,White San Isabel Island Ground Boa #7,Candoia carinata,,1,,499.99,,,online,online,0
10825,11378,Underground Reptiles,,,NA,NA,Yearling White San Isabel Island Ground Boa #6,Candoia carinata,,1,,499.99,,,online,online,0
10826,11379,Underground Reptiles,,,NA,NA,White San Isabel Island Ground Boa #5,Candoia carinata,,1,,499.99,,,online,online,0
10827,11380,Underground Reptiles,,,NA,NA,White San Isabel Island Ground Boa #4,Candoia carinata,,1,,499.99,,,online,online,0
10828,11381,Underground Reptiles,,,NA,NA,White San Isabel Island Ground Boa #3,Candoia carinata,,1,,499.99,,,online,online,0
10829,11382,Underground Reptiles,,,NA,NA,White San Isabel Island Ground Boa #2,Candoia carinata,,1,,499.99,,,online,online,0
10830,11383,Underground Reptiles,,,NA,NA,White San Isabel Island Ground Boa #1,Candoia carinata,,1,,499.99,,,online,online,0
10831,11384,Underground Reptiles,,,NA,NA,Adult White San Isabel Island Ground Boa #14,Candoia carinata,,1,,799.99,,,online,online,0
10832,11385,Underground Reptiles,,,NA,NA,Adult White San Isabel Island Ground Boa #13,Candoia carinata,,1,,799.99,,,online,online,0
552,609,Kalamazoo Reptile Expo,MI,,42.277938,-85.543563,solomon island ground boas,Candoia paulsoni,,1,,,yes,,expo,,0
2067,2228,Pets Plus,NY,Lockport,43.16787,-78.710938,Red Solomon Island ground boa,Candoia paulsoni,,1,f,200,,,expo,brick & mortar,0
2382,2555,Amazing Serpents,ME,Scarborough,NA,NA,Isabel Island groud boa,Candoia paulsoni,,1,f,150,,,expo,breeder,0
5827,6093,Big Apple Herp,,,NA,NA,Solomon Island Ground Boas,Candoia paulsoni,,1,,39.95,,,online,online,0
5828,6094,Big Apple Herp,,,NA,NA,Solomon Island Ground Boas (St Isabel Morphs),Candoia paulsoni,,1,,79,,,online,online,0
7417,7777,LLL Reptiles,,,NA,NA,Sub Adult Solomon Island Ground Boas,Candoia paulsoni,,1,,$179.99 (female),,,online,online,0
8637,9084,Reptile Rapture,,,NA,NA,"SOLOMON ISLAND GROUND BOA - MALE, Candoia paulsoni",Candoia paulsoni,,1,,,,,online,online,0
9042,9497,ReptilesNCritters,,,NA,NA,Solomon Island Ground Boa adults,Candoia paulsoni,,1,,$299.99 ,,,online,online,0
10094,10577,Strictly Reptiles,,,NA,NA,SOLOMON ISLAND GROUND BOA – ADULT FEMALE,Candoia paulsoni,,1,,,,,online,online,0
10095,10578,Strictly Reptiles,,,NA,NA,SOLOMON ISLAND GROUND BOA – ADULTS,Candoia paulsoni,,1,,,,,online,online,0
10297,10809,Tejas Ranch Fence,,,NA,NA,Ibex,Capra ibex,,1,,,,,online,online,0
8103,8532,Planet Exotics Pets,,,NA,NA,CARACAL KITTEN,Caracal caracal,,1,,1500,,,online,online,0
6671,6987,Brendas Birds,,,NA,NA,FINCH EUROPEAN GOLDFINCH,Carduelis carduelis,,1,,$84.99 ,,,online,online,0
10403,10935,The Finch Farm,,,NA,NA,Goldfinch - European,Carduelis carduelis,,1,,97.99,,,online,online,0
10404,10936,The Finch Farm,,,NA,NA,Euro Goldfinch - Parva,Carduelis carduelis,,1,,173.99,,,online,online,0
10405,10937,The Finch Farm,,,NA,NA,Himalayan Goldfinch,Carduelis carduelis,,1,,134.99,,,online,online,0
306,327,Animal Island Pet Shop,IL,Midlothian,41.63036679,-87.7370106,skinny pig,Cavia porcellus,,1,,129.99,yes,,brick & mortar,brick & mortar,0
307,328,Animal Island Pet Shop,IL,Midlothian,41.63036679,-87.7370106,guinea pig,Cavia porcellus,,1,,24.99,yes,,brick & mortar,brick & mortar,0
464,510,V.I. Pets,MI,Grand Rapids,42.84251928,-85.6640757,adult guinea pig,Cavia porcellus,,1,,29.99,yes,,brick & mortar,brick & mortar,0
841,932,256exotics,AL,Huntsville,34.822117,-86.485361,hairless guinea pig,Cavia porcellus,,1,,,yes,,brick & mortar,brick & mortar,0
849,945,256exotics,AL,Huntsville,34.822117,-86.485361,guinea pigs,Cavia porcellus,,1,,,yes,,brick & mortar,brick & mortar,0
891,995,The Ark Pet Shop,IN,Merrillville,41.471757,-87.366261,baby guinea pigs,Cavia porcellus,,1,,59.99,yes,,brick & mortar,brick & mortar,0
1041,1161,Gills and Thrills Pet Shop,IL,Lockport,41.59005937,-88.05519263,guinea pig,Cavia porcellus,,1,m,49,yes,,brick & mortar,brick & mortar,0
1811,1960,Pets to Go,CA,Elk Grove,38.408313,-121.351313,Guinea Pig,Cavia porcellus,,1,m,49.99,,,brick & mortar,brick & mortar,0
3797,4027,Noah's Last Stop,VA,Prospect,37.29866934,-78.57819149,guinea pigs,Cavia porcellus,,1,,25,,,Expo,Brick & Mortar,0
7989,8399,Pet Bazaar,,,NA,NA,guinea pigs,Cavia porcellus,,1,,,,,online,online,0
8025,8440,Petco,,,NA,NA,Guinea Pig,Cavia porcellus,,1,,,,,online,online,0
8026,8441,Petco,,,NA,NA,Hairless Guinea Pig,Cavia porcellus,,1,,,,,online,online,0
8058,8475,PetSmart,,,NA,NA,Guinea Pig,Cavia porcellus,,1,,39.99,,,online,online,0
8447,8887,Potenza Exotics,,,NA,NA,Skinny Pig - Mrs. Freckles $120,Cavia porcellus,,1,,120,,,online,online,0
8448,8888,Potenza Exotics,,,NA,NA,Skinny Pig - Hermes $110,Cavia porcellus,,1,,110,,,online,online,0
8449,8889,Potenza Exotics,,,NA,NA,Skinny Pig - Mile $120,Cavia porcellus,,1,,120,,,online,online,0
10833,11386,Underground Reptiles,,,NA,NA,Baby Giant Hatian Galliwasp,Celestus warreni,,1,,49.99,,,online,online,0
10834,11387,Underground Reptiles,,,NA,NA,Giant Hatian Galliwasp,Celestus warreni,,1,,124.99,,,online,online,0
3,4,A+ Amazing Animals,FL,Jacksonville,30.24855446,-81.73936834,sulcata tortoise,Centrochelys sulcata,,1,,,yes,endangered,brick & mortar,brick & mortar,0
110,124,Xtreme Exotics,FL,Jacksonville,30.15784674,-81.53218839,sulcata tortoise,Centrochelys sulcata,,1,,250,yes,juvenile; endangered,brick & mortar,brick & mortar,0
186,200,Sam's Flying Frog Ranch,FL,Yulee,30.6346393,-81.60348138,sulacata tortoise,Centrochelys sulcata,,1,,229.99,yes,endangered,brick & mortar,brick & mortar,0
228,243,Wild Things Exotics,FL,Middleburg,30.07070407,-81.86598947,sulacata tortoise,Centrochelys sulcata,,1,,159.99,yes,endangered,brick & mortar,brick & mortar,0
314,337,Animal Island Pet Shop,IL,Midlothian,41.63036679,-87.7370106,sulacata tortoise,Centrochelys sulcata,,1,,120,yes,endangered,brick & mortar,brick & mortar,0
