,�..ID,store,state,city_locality,lat,long,item,species,subspecies,specific_taxonomy,sex,price_.,in_list,notes,visit_type,vendor_type,native.
6842,7170,CB Reptiles,,,NA,NA,YELLOW STRIPED GARGOYLE GECKO,Rhacodactylus auriculatus,,1,,$339.95 ,,,online,online,0
7338,7696,Imperial Reptiles,,,NA,NA,Striped Gargoyle Gecko Baby,Rhacodactylus auriculatus,,1,,239.95,,,online,online,0
7339,7697,Imperial Reptiles,,,NA,NA,Orange Stripe Gargoyle Gecko Baby,Rhacodactylus auriculatus,,1,,374.95,,,online,online,0
7340,7698,Imperial Reptiles,,,NA,NA,Red Stripe Gargoyle Gecko,Rhacodactylus auriculatus,,1,,374.95,,,online,online,0
7341,7699,Imperial Reptiles,,,NA,NA,Gargoyle Gecko Baby,Rhacodactylus auriculatus,,1,,,,,online,online,0
7342,7700,Imperial Reptiles,,,NA,NA,Red Gargoyle Gecko Sub Adult Female,Rhacodactylus auriculatus,,1,,,,,online,online,0
7343,7701,Imperial Reptiles,,,NA,NA,Red Blotched Reticulated Gargoyle Gecko Female,Rhacodactylus auriculatus,,1,,,,,online,online,0
7344,7702,Imperial Reptiles,,,NA,NA,Orange Blotched Reticulated Gargoyle Gecko Male,Rhacodactylus auriculatus,,1,,,,,online,online,0
8493,8935,Potenza Exotics,,,NA,NA,Silverwing - Striped Gargoyle Gecko,Rhacodactylus auriculatus,,1,,250,,,online,online,0
8494,8936,Potenza Exotics,,,NA,NA,Seasmoke - Orange Blotch Gargoyle Gecko,Rhacodactylus auriculatus,,1,,350,,,online,online,0
8495,8937,Potenza Exotics,,,NA,NA,Stormcloud - Reticulated Gargoyle Gecko,Rhacodactylus auriculatus,,1,,250,,,online,online,0
8496,8938,Potenza Exotics,,,NA,NA,Morghul - Red Stripe Gargoyle Gecko,Rhacodactylus auriculatus,,1,,250,,,online,online,0
8497,8939,Potenza Exotics,,,NA,NA,Syrax - Orange Stripe Gargoyle Gecko,Rhacodactylus auriculatus,,1,,250,,,online,online,0
8498,8940,Potenza Exotics,,,NA,NA,Tyraxes - Orange Blotch Gargoyle Gecko,Rhacodactylus auriculatus,,1,,325,,,online,online,0
8499,8941,Potenza Exotics,,,NA,NA,Meraxes - Orange Stripe Gargoyle Gecko,Rhacodactylus auriculatus,,1,,250,,,online,online,0
8500,8942,Potenza Exotics,,,NA,NA,Arrax - Orange Blotch Gargoyle Gecko,Rhacodactylus auriculatus,,1,,225,,,online,online,0
8967,9419,Reptile Rapture,,,NA,NA,"GARGOYLE GECKO - MALE, Rhacodactylus auriculatus",Rhacodactylus auriculatus,,1,,,,,online,online,0
9157,9616,ReptilesNCritters,,,NA,NA,Gargoyle gecko cb babies,Rhacodactylus auriculatus,,1,,$219.99 ,,,online,online,0
9158,9617,ReptilesNCritters,,,NA,NA,Striped Gargoyle Gecko - juveniles,Rhacodactylus auriculatus,,1,,$449.99 ,,,online,online,0
9301,9768,Slither Pets,,,NA,NA,2019 C. B. Double Orange Red Stripe Gargoyle Gecko (#5203),Rhacodactylus auriculatus,,1,,,,,online,online,0
9302,9769,Slither Pets,,,NA,NA,2019 C. B. Orange Reticulated Gargoyle Gecko (#5205),Rhacodactylus auriculatus,,1,,,,,online,online,0
9949,10428,Snakes at Sunset,,,NA,NA,Gargoyle Gecko for sale (Rhacodactylus auriculatus),Rhacodactylus auriculatus,,1,,249.99,,,online,online,0
10199,10693,Strictly Reptiles,,,NA,NA,STRIPED GARGOYLE GECKO – JUVENILE MALES,Rhacodactylus auriculatus,,1,,,,,online,online,0
8014,8429,Pet Bazaar,,,NA,NA,crested gecko,Rhacodactylus ciliatus,,1,,,,,online,online,0
8015,8430,Pet Bazaar,,,NA,NA,Flucker's Crested Gecko,Rhacodactylus ciliatus,,1,,,,,online,online,0
8080,8503,PetSmart,,,NA,NA,Eyelash Crested Gecko,Rhacodactylus ciliatus,,1,,49.99,,,online,online,0
9159,9618,ReptilesNCritters,,,NA,NA,Crested Geckos c.b. babies,Rhacodactylus ciliatus,,1,,$89.99 ,,,online,online,0
9950,10429,Snakes at Sunset,,,NA,NA,Crested Gecko for sale (Rhacodactylus ciliatus),Rhacodactylus ciliatus,,1,,49.99,,,online,online,0
9951,10430,Snakes at Sunset,,,NA,NA,Crested Geckos for sale (Rhacodactylus ciliatus) ADULT MALES PERFECT,Rhacodactylus ciliatus,,1,,79.99,,,online,online,0
9952,10431,Snakes at Sunset,,,NA,NA,Crested Geckos for sale (Rhacodactylus ciliatus) FLOPPY TAIL,Rhacodactylus ciliatus,,1,,59.99,,,online,online,0
9953,10432,Snakes at Sunset,,,NA,NA,Crested Geckos for sale - JUVENILE TAILLESS (Rhacodactylus ciliatus),Rhacodactylus ciliatus,,1,,49.99,,,online,online,0
9954,10433,Snakes at Sunset,,,NA,NA,Flame Crested Gecko for sale (Rhacodactylus ciliarus),Rhacodactylus ciliatus,,1,,69.99,,,online,online,0
9955,10434,Snakes at Sunset,,,NA,NA,Flame Dalmation Crested Gecko for sale (Rhacodactylus ciliarus),Rhacodactylus ciliatus,,1,,79.99,,,online,online,0
9956,10435,Snakes at Sunset,,,NA,NA,Super Dalmation Crested Gecko for sale (Rhacodactylus ciliarus),Rhacodactylus ciliatus,,1,,199.99,,,online,online,0
96,109,Xtreme Exotics,FL,Jacksonville,30.15784674,-81.53218839,leachie gecko,Rhacodactylus leachianus,,1,,800,yes,,brick & mortar,brick & mortar,0
645,707,Exotic Jungle (South FL),FL,Pompano Beach,26.270187,-80.149563,nu ana x high white ana leachie gecko?,Rhacodactylus leachianus,,1,,1500,yes,from Show Me Snakes Jax 8/28,expo,breeder?,0
646,708,Exotic Jungle (South FL),FL,Pompano Beach,26.270187,-80.149563,g.t. x n. ana leachie gecko?,Rhacodactylus leachianus,,1,,1700,yes,from Show Me Snakes Jax 8/28,expo,breeder?,0
1243,1376,Country Side Exotic Pets,,,NA,NA,pure pine island giant gecko,Rhacodactylus leachianus,,1,f,975,yes,from Chattanooga Repticon,expo,breeder,0
1244,1377,Country Side Exotic Pets,,,NA,NA,pure pine island giant gecko,Rhacodactylus leachianus,,1,m,975,yes,from Chattanooga Repticon,expo,breeder,0
1245,1378,Country Side Exotic Pets,,,NA,NA,nuuana x gt giant gecko,Rhacodactylus leachianus,,1,f,975,yes,from Chattanooga Repticon,expo,breeder,0
1853,2005,The Serpentarium,CA,Elk Grove,38.424937,-121.392562,Pine island leachie,Rhacodactylus leachianus,,1,,999.99,,,brick & mortar,brick & mortar,0
1913,2067,GX3 Reptiles,CA,Sacramento,38.524438,-121.479312,New Caledonia giant gecko,Rhacodactylus leachianus,,1,,,,,brick & mortar,brick & mortar,0
1992,2148,Jabberwock Reptiles,MA,Stoneham,42.492063,-71.100688,Leachie gecko,Rhacodactylus leachianus,,1,,800,,,brick & mortar,brick & mortar,0
2315,2483,Leaping Leachies,NJ,Ringwood,NA,NA,Wow leachie,Rhacodactylus leachianus,,1,f,5000,,,expo,breeder,0
2316,2484,Leaping Leachies,NJ,Ringwood,NA,NA,Purple dark morph leachie,Rhacodactylus leachianus,,1,,4500,,,expo,breeder,0
2317,2485,Leaping Leachies,NJ,Ringwood,NA,NA,Sunburn leachie,Rhacodactylus leachianus,,1,m,2800,,,expo,breeder,0
2318,2486,Leaping Leachies,NJ,Ringwood,NA,NA,Darth maul leachie,Rhacodactylus leachianus,,1,m,3500,,,expo,breeder,0
2319,2487,Leaping Leachies,NJ,Ringwood,NA,NA,Darth maul leachie,Rhacodactylus leachianus,,1,f,3500,,,expo,breeder,0
2320,2488,Leaping Leachies,NJ,Ringwood,NA,NA,CFX leachie,Rhacodactylus leachianus,,1,m,2800,,,expo,breeder,0
2321,2489,Leaping Leachies,NJ,Ringwood,NA,NA,Euro mt kogh leachie,Rhacodactylus leachianus,,1,,2500,,,expo,breeder,0
2322,2490,Leaping Leachies,NJ,Ringwood,NA,NA,Coanawa purple leachie,Rhacodactylus leachianus,,1,,3500,,,expo,breeder,0
2323,2491,Leaping Leachies,NJ,Ringwood,NA,NA,Koverkin X C leachie,Rhacodactylus leachianus,,1,m,3200,,,expo,breeder,0
2324,2492,Leaping Leachies,NJ,Ringwood,NA,NA,Poindimie leachie,Rhacodactylus leachianus,,1,m,4500,,,expo,breeder,0
2325,2493,Leaping Leachies,NJ,Ringwood,NA,NA,Pink non locale leachie,Rhacodactylus leachianus,,1,,650,,,expo,breeder,0
2326,2494,Leaping Leachies,NJ,Ringwood,NA,NA,Yoxle leachie,Rhacodactylus leachianus,,1,f,3200,,,expo,breeder,0
2327,2495,Leaping Leachies,NJ,Ringwood,NA,NA,Coanawa x 6t leachie,Rhacodactylus leachianus,,1,,3500,,,expo,breeder,0
2546,2723,Major league exotic pets,NJ,Jackson,40.117812,-74.253687,Hi-color GT cross leachie,Rhacodactylus leachianus,,1,,700,,,expo,brick & mortar,0
3849,4080,OBX Exotics,NC,Manteo,NA,NA,assorted locality leachie geckos,Rhacodactylus leachianus,,1,,550+,,,Expo,Breeder,0
4707,4950,LLL Reptiles,CA,Menifee,33.68248,-117.170021,Pine island leachie,Rhacodactylus leachianus,,1,,799.99,,,expo,brick and mortar,0
5465,5722,The Reptile Shop,CA,Temecula,33.51521,-117.16492,Leechie gecko,Rhacodactylus leachianus,,1,f,1200,,,expo,Brick and mortar,0
7137,7490,ILL Exotics,,,NA,NA,Leachianus Gecko,Rhacodactylus leachianus,,1,,$799.99 ,,,online,online,0
7345,7703,Imperial Reptiles,,,NA,NA,GTx Leachianus Gecko Baby,Rhacodactylus leachianus,,1,,649.95,,,online,online,0
7346,7704,Imperial Reptiles,,,NA,NA,Nuu Ana x Nuu Ami Leachianus Gecko Baby,Rhacodactylus leachianus,,1,,649.95,,,online,online,0
8968,9420,Reptile Rapture,,,NA,NA,"LEACHIANUS gecko, Grand Terre (details below) - CB 2020 juvie",Rhacodactylus leachianus,,1,,,,,online,online,0
8969,9421,Reptile Rapture,,,NA,NA,"LEACHIANUS gecko - CB baby, 12 grams",Rhacodactylus leachianus,,1,,,,,online,online,0
11851,12430,Underground Reptiles,,,NA,NA,Baby Nu Ana Leachianus Gecko,Rhacodactylus leachianus,,1,,749.99,,,online,online,0
11852,12431,Underground Reptiles,,,NA,NA,Baby Moro Island Leachianus Gecko,Rhacodactylus leachianus,,1,,749.99,,,online,online,0
11853,12432,Underground Reptiles,,,NA,NA,Baby Offshore Leachianus Gecko,Rhacodactylus leachianus,,1,,700,,,online,online,0
11854,12433,Underground Reptiles,,,NA,NA,Baby High Pink Nu Ana Leachianus Gecko,Rhacodactylus leachianus,,1,,899.99,,,online,online,0
11855,12434,Underground Reptiles,,,NA,NA,Baby Mt. Koghis Leachianus Gecko,Rhacodactylus leachianus,,1,,1199.99,,,online,online,0
11856,12435,Underground Reptiles,,,NA,NA,Super Pink Nu Ana Leachianus Gecko,Rhacodactylus leachianus,,1,,1199.99,,,online,online,0
11857,12436,Underground Reptiles,,,NA,NA,Offshore Leachianus Gecko,Rhacodactylus leachianus,,1,,1499.99,,,online,online,0
11858,12437,Underground Reptiles,,,NA,NA,Smooth Sided Toad,Rhaebo guttatus,,1,,34.99,,,online,online,0
12155,12759,Wholesale Exotics,,,NA,NA,Smooth Sided Toad,Rhaebo guttatus,,1,,,,,online,online,0
2242,2409,Nature Nut,MD,Middle River,NA,NA,Beaked snake,Rhamphiophis oxyrhynchus,,1,,50,,,expo,breeder,0
7479,7845,LLL Reptiles,,,NA,NA,Red Beaked Snakes,Rhamphiophis oxyrhynchus,,1,,99.99,,,online,online,0
9160,9619,ReptilesNCritters,,,NA,NA,Red Beaked Snake juveniles - adults,Rhamphiophis oxyrhynchus,,1,,$89.99 ,,,online,online,0
10200,10694,Strictly Reptiles,,,NA,NA,RED BEAKED SNAKE – BABY,Rhamphiophis oxyrhynchus,,1,,,,,online,online,0
11859,12438,Underground Reptiles,,,NA,NA,Red Beaked Snake,Rhamphiophis oxyrhynchus,,1,,59.99,,,online,online,0
11860,12439,Underground Reptiles,,,NA,NA,Baby Red Beaked Snake,Rhamphiophis oxyrhynchus,,1,,69.99,,,online,online,0
11861,12440,Underground Reptiles,,,NA,NA,Crested Toad,Rhinella margaritifera,,1,,29.99,,,online,online,0
609,669,Gator City Reptiles 34th,FL,Gainesville,29.63270048,-82.37385312,suriname marine toad,Rhinella marina,,1,,199.99,yes,,brick & mortar,brick & mortar,0
6525,6833,Big Apple Herp,,,NA,NA,Marine Toads (3 PACK),Rhinella marina,,1,,29.99,,,online,online,0
8970,9422,Reptile Rapture,,,NA,NA,"MARINE (CANE) TOAD - Bufo marinus (MED) 3-5"" (changed to - Rhinella marina)",Rhinella marina,,1,,,,,online,online,0
11862,12441,Underground Reptiles,,,NA,NA,Marine Toad,Rhinella marina,,1,,4.99,,,online,online,0
11863,12442,Underground Reptiles,,,NA,NA,Baby Marine Toad,Rhinella marina,,1,,9.99,,,online,online,0
11864,12443,Underground Reptiles,,,NA,NA,South American Giant Marine Toad,Rhinella marina,,1,,99.99,,,online,online,0
12156,12760,Wholesale Exotics,,,NA,NA,Cane Toad,Rhinella marina,,1,,,,,online,online,0
11865,12444,Underground Reptiles,,,NA,NA,Baby Furrowed Wood Turtle,Rhinoclemmys areolata,,1,,99.99,,,online,online,0
11866,12445,Underground Reptiles,,,NA,NA,Furrowed Wood Turtle,Rhinoclemmys areolata,,1,,99.99,,,online,online,0
11867,12446,Underground Reptiles,,,NA,NA,Baby Black Wood Turtle,Rhinoclemmys funerea,,1,,64.99,,,online,online,0
1,1,A+ Amazing Animals,FL,Jacksonville,30.24855446,-81.73936834,central american wood turtle,Rhinoclemmys pulcherrima,,1,,89.99,yes,,brick & mortar,brick & mortar,0
376,408,CEF Pets,IL,Monee,41.42160917,-87.74483413,central american ornate wood turtle,Rhinoclemmys pulcherrima,,1,,119.99,yes,,brick & mortar,brick & mortar,0
1017,1134,Gills and Thrills Pet Shop,IL,Lockport,41.59005937,-88.05519263,ornate wood turtle,Rhinoclemmys pulcherrima,,1,,75,yes,,brick & mortar,brick & mortar,0
1035,1152,Gills and Thrills Pet Shop,IL,Lockport,41.59005937,-88.05519263,central american woof turtle,Rhinoclemmys pulcherrima,,1,,75,yes,,brick & mortar,brick & mortar,0
1731,1873,East Bay Vivarium,CA,Berkeley,37.869703,-122.2993,Central American wood turtle,Rhinoclemmys pulcherrima,,1,,99,,Proven breeders,brick & mortar,brick & mortar,0
1844,1996,The Serpentarium,CA,Elk Grove,38.424937,-121.392562,Painted wood turtle,Rhinoclemmys pulcherrima,,1,,199.99,,,brick & mortar,brick & mortar,0
6526,6834,Big Apple Herp,,,NA,NA,High Yellow Central American Wood Turtles,Rhinoclemmys pulcherrima,,1,,159,,,online,online,0
9303,9770,Slither Pets,,,NA,NA,LTC Central American Ornate Wood Turtles (#9308-MF),Rhinoclemmys pulcherrima,,1,,,,,online,online,0
9957,10436,Snakes at Sunset,,,NA,NA,Central American Wood Turtle for sale (Rhinoclemmys incisa),Rhinoclemmys pulcherrima,,1,,74.99,,,online,online,0
9958,10437,Snakes at Sunset,,,NA,NA,Ornate Wood Turtle Adult for Sale (Rhinoclemmys manni),Rhinoclemmys pulcherrima,,1,,49.99,,,online,online,0
11868,12447,Underground Reptiles,,,NA,NA,Central American Wood Turtle,Rhinoclemmys pulcherrima,,1,,49.99,,,online,online,0
11869,12448,Underground Reptiles,,,NA,NA,Spot Legged Wood Turtle,Rhinoclemmys punctularia,,1,,149.99,,,online,online,0
8971,9423,Reptile Rapture,,,NA,NA,CAMEROON PYGMY CHAMELEONS - Rieppeleon brevicaudatus,Rieppeleon brevicaudatus,,1,,,,,online,online,0
11870,12449,Underground Reptiles,,,NA,NA,Bearded Pygmy Chameleon,Rieppeleon brevicaudatus,,1,,24.99,,,online,online,0
10308,10823,Tejas Ranch Fence,,,NA,NA,Barasingha deer,Rucervus duvaucelii,,1,,,,,online,online,0
9959,10438,Snakes at Sunset,,,NA,NA,Four Eye Turtle (Sacalia quadriocellata beali),Sacalia quadriocellata,,1,,699.99,,,online,online,0
11871,12450,Underground Reptiles,,,NA,NA,Fire Salamander,Salamandra salamandra,,1,,24.99,,,online,online,0
9960,10439,Snakes at Sunset,,,NA,NA,Queensland Leaf Tail Gecko (Saltuarius salebrosus),Saltuarius salebrosus,,1,,999.99,,,online,online,0
285,305,Animal Island Pet Shop,IL,Midlothian,41.63036679,-87.7370106,black and white tegu,Salvator merianae,,1,,299.99,yes,,brick & mortar,brick & mortar,0
362,393,CEF Pets,IL,Monee,41.42160917,-87.74483413,black and white tegu,Salvator merianae,,1,,229.99,yes,,brick & mortar,brick & mortar,0
526,574,Kalamazoo Reptile Expo,MI,,42.277938,-85.543563,blue tegu,Salvator merianae,,1,,,yes,,expo,,0
530,581,Kalamazoo Reptile Expo,MI,,42.277938,-85.543563,black and white tegu,Salvator merianae,,1,,,yes,,expo,,0
855,951,256exotics,AL,Huntsville,34.822117,-86.485361,argentine tegu,Salvator merianae,,1,,,yes,,brick & mortar,brick & mortar,0
859,955,Reptile Emporium and Aquatic Center,IN,Highland,41.555739,-87.460072,argentine tegu,Salvator merianae,,1,,,yes,,brick & mortar,brick & mortar,0
1437,1577,Modern Reptiles,TN,Nashville,NA,NA,black and white tegu,Salvator merianae,,1,,250,yes,from Chattanooga Repticon,expo,brick & mortar,0
1589,1730,East Bay Vivarium,CA,Berkeley,37.869703,-122.2993,Argentine black and white tegu,Salvator merianae,,1,,499,,,brick & mortar,brick & mortar,0
1590,1731,East Bay Vivarium,CA,Berkeley,37.869703,-122.2993,Argentine black and white tegu,Salvator merianae,,1,,275,,,brick & mortar,brick & mortar,0
1607,1748,East Bay Vivarium,CA,Berkeley,37.869703,-122.2993,Argentine black and white tegu,Salvator merianae,,1,m,499,,,brick & mortar,brick & mortar,0
1697,1839,East Bay Vivarium,CA,Berkeley,37.869703,-122.2993,Argentine black and white tegu,Salvator merianae,,1,,275,,,brick & mortar,brick & mortar,0
1705,1847,East Bay Vivarium,CA,Berkeley,37.869703,-122.2993,Argentine black and white tegu,Salvator merianae,,1,,275,,,brick & mortar,brick & mortar,0
1706,1848,East Bay Vivarium,CA,Berkeley,37.869703,-122.2993,Argentine black and white tegu,Salvator merianae,,1,,275,,,brick & mortar,brick & mortar,0
1724,1866,East Bay Vivarium,CA,Berkeley,37.869703,-122.2993,Argentine black and white tegu,Salvator merianae,,1,,450,,,brick & mortar,brick & mortar,0
1737,1879,East Bay Vivarium,CA,Berkeley,37.869703,-122.2993,Argentine black and white tegu,Salvator merianae,,1,,450,,,brick & mortar,brick & mortar,0
1779,1923,Aquarium and Reptile Depot,CA,Citrus Heights,38.714938,-121.291188,Blue tegu,Salvator merianae,,1,,599.99,,,brick & mortar,brick & mortar,0
1881,2034,Reptile Room,CA,Hayward,37.676563,-122.079688,Argentine black and white tegu,Salvator merianae,,1,,299.99,,,brick & mortar,brick & mortar,0
1908,2061,GX3 Reptiles,CA,Sacramento,38.524438,-121.479312,Red tegu,Salvator merianae,,1,,265,,,brick & mortar,brick & mortar,0
2080,2241,Mythical Exotics,CT,Lebanon,NA,NA,Argentine black and white tegu,Salvator merianae,,1,,225,,,expo,breeder,0
2082,2243,Mythical Exotics,CT,Lebanon,NA,NA,Argentine black and white tegu,Salvator merianae,,1,,,,,expo,breeder,0
2083,2244,Mythical Exotics,CT,Lebanon,NA,NA,Argentine black and white tegu,Salvator merianae,,1,,250,,,expo,breeder,0
2085,2246,Mythical Exotics,CT,Lebanon,NA,NA,Argentine black and white tegu,Salvator merianae,,1,,275,,,expo,breeder,0
2133,2295,Harris in Wonderland,CT,Canton,41.831437,-72.913687,Argentine black and white tegu,Salvator merianae,,1,,200,,,expo,brick & mortar,0
2254,2422,Nature Nut,MD,Middle River,NA,NA,Argentine black and white tegu,Salvator merianae,,1,,185,,,expo,breeder,0
2314,2482,NERD New England Reptile,NH,Plainstow,42.849063,-71.101687,Blue tegu,Salvator merianae,,1,,550,,,expo,brick & mortar,0
2333,2501,Dinky Reptiles and Aquatics,MA,Auburn,42.179437,-71.869687,Ble tegu,Salvator merianae,,1,,225,,,expo,brick & mortar,0
2353,2521,Amazing Serpents,ME,Scarborough,NA,NA,Argentine black and white tegu,Salvator merianae,,1,,150,,,expo,breeder,0
2359,2527,Amazing Serpents,ME,Scarborough,NA,NA,Argentine black and white tegu,Salvator merianae,,1,,125,,,expo,breeder,0
2515,2690,Major league exotic pets,NJ,Jackson,40.117812,-74.253687,Blue tegu,Salvator merianae,,1,,400,,,expo,brick & mortar,0
2516,2691,Major league exotic pets,NJ,Jackson,40.117812,-74.253687,Red x black and white tegu,Salvator merianae,,1,,250,,,expo,brick & mortar,0
2520,2695,Major league exotic pets,NJ,Jackson,40.117812,-74.253687,USA CB Argentine black and white tegu,Salvator merianae,,1,,225,,,expo,brick & mortar,0
2789,2967,Karma Exotics,,,NA,NA,black and white tegu,Salvator merianae,,1,m,50,,,expo,breeder,0
2790,2968,Karma Exotics,,,NA,NA,black and white tegu,Salvator merianae,,1,f,75,,,expo,breeder,0
2876,3058,DNA Slithers N' Critters,CO,Federal Heights,NA,NA,black and white tegu,Salvator merianae,,1,,,,,expo,breeder,0
3146,3341,Righteous Reptile Rescue,,,NA,NA,argentine black and white tegu,Salvator merianae,,1,,300,,,expo,,0
3901,4138,Bay Area Exotic Pets,TX,La Porte,29.65145693,-95.01943162,argentine tegu,Salvator merianae,,1,,399.99,,,expo,brick & mortar,0
4909,5159,Painted reptile,CA,,NA,NA,Argentine tegu,Salvator merianae,,1,,280,,,,,0
5225,5478,Reptile Island,CA,Stanton,33.80299,-118.00796,Argentine black and white tegu,Salvator merianae,,1,,300,,,expo,Brick and Mortar,0
6527,6836,Big Apple Herp,,,NA,NA,Argentine Black & White Tegus,Salvator merianae,,1,,279,,,online,online,0
6528,6837,Big Apple Herp,,,NA,NA,Super Red Tegus,Salvator merianae,,1,,264.95,,,online,online,0
6529,6838,Big Apple Herp,,,NA,NA,Blue Tegus,Salvator merianae,,1,,479,,,online,online,0
6843,7171,CB Reptiles,,,NA,NA,BLACK AND WHITE ARGENTINE TEGU FOR SALE,Salvator merianae,,1,,$289.00 ,,,online,online,0
7099,7452,Got Reptiles,,,NA,NA,Argentine B/W Tegu (c.b. babies),Salvator merianae,,1,,$249.99 ,,,online,online,0
7347,7705,Imperial Reptiles,,,NA,NA,Argentine Black & White Tegu Juvenile,Salvator merianae,,1,,,,,online,online,0
7348,7706,Imperial Reptiles,,,NA,NA,Titanium x Chacoan Tegu,Salvator merianae,,1,,,,,online,online,0
7480,7846,LLL Reptiles,,,NA,NA,Adult Male Blue Tegu,Salvator merianae,,1,,799.99,,,online,online,0
7930,8330,Outback Reptiles,,,NA,NA,CB Argentine Purple Tegu – (Blue x Red ) Hybrid,Salvator merianae,,1,,$300.00 ,,,online,online,0
7931,8331,Outback Reptiles,,,NA,NA,Yearling Argentine Black and White Tegu,Salvator merianae,,1,,$200.00 ,,,online,online,0
8574,9021,Reptile City Inc,,,NA,NA,Argentine B/W Tegu (c.b. babies),Salvator merianae,,1,,249.99,,,online,online,0
8972,9424,Reptile Rapture,,,NA,NA,"ARGENTINE BLACK & WHITE TEGU, CB babies - Salvator merianae",Salvator merianae,,1,,,,,online,online,0
8973,9425,Reptile Rapture,,,NA,NA,"BLUE TEGU, CB babies - Tupinambis merianae",Salvator merianae,,1,,,,,online,online,0
8974,9426,Reptile Rapture,,,NA,NA,"CB CHACOAN ARGENTINE BLACK & WHITE TEGU, Salvator merianae",Salvator merianae,,1,,,,,online,online,0
8975,9427,Reptile Rapture,,,NA,NA,"BLUE TEGU, CB ""BLUE-LOU"" sub-adult MALE - Tupinambis merianae",Salvator merianae,,1,,,,,online,online,0
9304,9771,Slither Pets,,,NA,NA,2018 C. B. Albino Blue Tegu (#7527-M),Salvator merianae,,1,,,,,online,online,0
9305,9772,Slither Pets,,,NA,NA,2020 C. B. Argentine Black and White Tegus (#7529-U),Salvator merianae,,1,,,,,online,online,0
9306,9773,Slither Pets,,,NA,NA,Argentine Black and White Tegu (#4410-F),Salvator merianae,,1,,,,,online,online,0
9961,10440,Snakes at Sunset,,,NA,NA,Argentine Black and White Tegu (Tupinambis meranae) Regrown Tail unsexed,Salvator merianae,,1,,139.99,,,online,online,0
9962,10441,Snakes at Sunset,,,NA,NA,Baby Argentine Black and White Tegu for sale (Tupinambis merianae),Salvator merianae,,1,,199.99,,,online,online,0
9963,10442,Snakes at Sunset,,,NA,NA,Blue Tegus for sale (Tupinambis merianae)2020 hatch,Salvator merianae,,1,,349.99,,,online,online,0
9964,10443,Snakes at Sunset,,,NA,NA,Chacoan Black and White Tegu (Tupinambis meranae),Salvator merianae,,1,,199.99,,,online,online,0
9965,10444,Snakes at Sunset,,,NA,NA,Colombian Black and White Tegu for sale (Tupinambis merianae),Salvator merianae,,1,,99.99,,,online,online,0
9966,10445,Snakes at Sunset,,,NA,NA,Uruguayan Black and White Tegu for sale (Tupinambis merianae)YEARLINGS,Salvator merianae,,1,,125,,,online,online,0
11872,12451,Underground Reptiles,,,NA,NA,Baby Chacoan White Headed Tegu,Salvator merianae,,1,,199.99,,,online,online,0
11873,12452,Underground Reptiles,,,NA,NA,Baby Argentine Black And White Tegu (Jaguar Line),Salvator merianae,,1,,249.99,,,online,online,0
11874,12453,Underground Reptiles,,,NA,NA,Adult Male Argentine Black and White Tegu,Salvator merianae,,1,,249.99,,,online,online,0
11875,12454,Underground Reptiles,,,NA,NA,Baby Argentine Black and White Tegu,Salvator merianae,,1,,199.99,,,online,online,0
11876,12455,Underground Reptiles,,,NA,NA,Baby Blue Tegu,Salvator merianae,,1,,299.99,,,online,online,0
11877,12456,Underground Reptiles,,,NA,NA,Baby Super Blue Tegu,Salvator merianae,,1,,399.99,,,online,online,0
11878,12457,Underground Reptiles,,,NA,NA,Baby Albino Blue Tegu,Salvator merianae,,1,,1499.99,,,online,online,0
448,491,V.I. Pets,MI,Grand Rapids,42.84251928,-85.6640757,argentine red tegu,Salvator rufescens,,1,,499.99,yes,,brick & mortar,brick & mortar,0
525,573,Kalamazoo Reptile Expo,MI,,42.277938,-85.543563,red tegu,Salvator rufescens,,1,,,yes,,expo,,0
936,1042,Chicago Reptile House,IL,Orland Park,41.62867635,-87.85009332,red tegu,Salvator rufescens,,1,,299,yes,,brick & mortar,brick & mortar,0
1736,1878,East Bay Vivarium,CA,Berkeley,37.869703,-122.2993,Red tegu,Salvator rufescens,,1,,599,,,brick & mortar,brick & mortar,0
2791,2969,Karma Exotics,,,NA,NA,red tegu,Salvator rufescens,,1,m,300,,,expo,breeder,0
2792,2970,Karma Exotics,,,NA,NA,red tegu,Salvator rufescens,,1,f,400,,,expo,breeder,0
3177,3378,Harvest Exotics,CO,Loveland,NA,NA,cbb red argentine tegu,Salvator rufescens,,1,,400,,,expo,,0
3635,3851,Outback Reptiles,VA,Manassas,NA,NA,red tegu,Salvator rufescens,,1,,250,,,Expo,Breeder,0
4718,4961,LLL Reptiles,CA,Menifee,33.68248,-117.170021,Argentine red tegu,Salvator rufescens,,1,,249.99,,,expo,brick and mortar,0
6530,6839,Big Apple Herp,,,NA,NA,Red Tegus,Salvator rufescens,,1,,299,,,online,online,0
7932,8332,Outback Reptiles,,,NA,NA,Argentine Red Tegu – Captive Bred Baby,Salvator rufescens,,1,,$300.00 ,,,online,online,0
7933,8333,Outback Reptiles,,,NA,NA,Argentine Deep Red Tegu – Captive Bred Baby,Salvator rufescens,,1,,$300.00 ,,,online,online,0
7934,8334,Outback Reptiles,,,NA,NA,Argentine High Red Tegu – Captive Bred Baby,Salvator rufescens,,1,,$300.00 ,,,online,online,0
8976,9428,Reptile Rapture,,,NA,NA,"RED TEGU - Tupinambis rufescens, CB baby",Salvator rufescens,,1,,,,,online,online,0
